time_obs,receiver_type,radius,Ex,Ey,Hz,dBzdt,sample_count,candidate_count_min,candidate_count_max,candidate_count_mean
0.024651903288156616,disk_average,2.0,-0.00010892590158069326,-4.6436013304749366e-05,-5.7870900144847295e-06,7.136866971152175e-10,5,4,32,9.6
0.03081487911019577,point,0.0,-0.00011074106297510724,-4.062819038164431e-05,nan,3.9470946002861766e-10,1,32,32,32.0
0.03081487911019577,disk_average,2.0,-0.00011087762434454963,-4.644371989858283e-05,-3.958936446023071e-06,3.934048134391137e-10,5,4,32,9.6
0.03851859888774471,point,0.0,-0.00011217292807916466,-4.062789790848549e-05,nan,2.1144497961236334e-10,1,32,32,32.0
0.03851859888774471,disk_average,2.0,-0.00011231010475233026,-4.644425124917205e-05,-2.7151421970807164e-06,2.1070043958054912e-10,5,4,32,9.6
0.048148248609680894,point,0.0,-0.00011321212584894301,-4.062467326009773e-05,nan,1.1121031060564065e-10,1,32,32,32.0
0.048148248609680894,disk_average,2.0,-0.00011334963661420901,-4.644182252690954e-05,-1.8856985870342028e-06,1.1071893701604944e-10,5,4,32,9.6
0.06018531076210112,point,0.0,-0.00011395673285539298,-4.062006489820886e-05,nan,5.851073112670726e-11,1,32,32,32.0
0.06018531076210112,disk_average,2.0,-0.00011409492521973822,-4.6437747838376724e-05,-1.3320984191978563e-06,5.840211957396052e-11,5,4,32,9.6
0.0752316384526264,point,0.0,-0.00011448580956354264,-4.061451403682454e-05,nan,3.2500943646443515e-11,1,32,32,32.0
0.0752316384526264,disk_average,2.0,-0.00011462463056587886,-4.6432602603068755e-05,-9.526967220390795e-07,3.284105460595196e-11,5,4,32,9.6
0.09403954806578299,point,0.0,-0.0001148606972513001,-4.060874061869878e-05,nan,1.779313925148393e-11,1,32,32,32.0
0.09403954806578299,disk_average,2.0,-0.00011499980062103597,-4.6427120054281005e-05,-6.817749687791903e-07,1.8599509134083493e-11,5,4,32,9.6
0.11754943508222873,point,0.0,-0.00011512604380577947,-4.0603455744930615e-05,nan,1.056071507478905e-11,1,32,32,32.0
0.11754943508222873,disk_average,2.0,-0.00011526535051354866,-4.6422101336432786e-05,-4.820183957147651e-07,9.826775714781853e-12,5,4,32,9.6
0.1469367938527859,point,0.0,-0.00011531351989553205,-4.059937301437407e-05,nan,7.872236751360618e-12,1,32,32,32.0
0.1469367938527859,disk_average,2.0,-0.00011545344113718514,-4.6418255600533315e-05,-3.3321243385423616e-07,6.59759564410075e-12,5,4,32,9.6
0.18367099231598238,point,0.0,-0.00011544711779561477,-4.059650114992838e-05,nan,4.6691810856071276e-12,1,32,32,32.0
0.18367099231598238,disk_average,2.0,-0.00011558697644201157,-4.641535868070053e-05,-2.2340487437078073e-07,3.793514527424209e-12,5,4,32,9.6
0.22958874039497798,point,0.0,-0.0001155416898496046,-4.059433906519643e-05,nan,3.152981128138124e-12,1,32,32,32.0
0.22958874039497798,disk_average,2.0,-0.00011568165801288666,-4.64133158323017e-05,-1.4363600807804634e-07,2.4746933821149514e-12,5,4,32,9.6
0.2869859254937225,point,0.0,-0.00011560868152284255,-4.059325610349685e-05,nan,1.2942379416444606e-12,1,32,32,32.0
0.2869859254937225,disk_average,2.0,-0.00011574886303733077,-4.6412204215102594e-05,-8.62664356229654e-08,1.2845020190881488e-12,5,4,32,9.6
0.35873240686715313,point,0.0,-0.00011565667052091778,-4.059248717311927e-05,nan,1.2585878942771717e-12,1,32,32,32.0
0.35873240686715313,disk_average,2.0,-0.0001157966107589743,-4.64113722701275e-05,-4.5079665940762734e-08,5.407483300782244e-13,5,4,32,9.6
0.4484155085839414,point,0.0,-0.00011569004826293216,-4.059211987852509e-05,nan,2.1670781380316032e-13,1,32,32,32.0
0.4484155085839414,disk_average,2.0,-0.00011583042598090456,-4.641106861129519e-05,-1.539323653558033e-08,3.0994916456010334e-13,5,4,32,9.6
0.5605193857299268,point,0.0,-0.00011571400947221682,-4.0591947825406673e-05,nan,2.508780162779889e-13,1,32,32,32.0
0.5605193857299268,disk_average,2.0,-0.00011585440773067892,-4.6410879177524196e-05,6.075064672081204e-09,2.4550854115545163e-13,5,4,32,9.6
0.7006492321624085,point,0.0,-0.00011573110954714714,-4.059180109730179e-05,nan,-1.4224470776605384e-13,1,32,32,32.0
0.7006492321624085,disk_average,2.0,-0.00011587144403330007,-4.641076923110009e-05,2.1630441814844674e-08,1.982165862161021e-13,5,4,32,9.6
0.8758115402030107,point,0.0,-0.00011574327508549864,-4.0591774025899336e-05,nan,-1.1214258363069497e-13,1,32,32,32.0
0.8758115402030107,disk_average,2.0,-0.00011588355068742282,-4.6410736688129984e-05,3.284962903051563e-08,1.575522318085438e-13,5,4,32,9.6
1.0,point,0.0,-0.00011574927521357612,-4.059178790711611e-05,nan,-1.8160209664178086e-13,1,32,32,32.0
1.0,disk_average,2.0,-0.00011588946989865485,-4.64107220664087e-05,3.837856456412631e-08,-3.9971148863611516e-14,5,4,32,9.6
