K,candidate_id,case_id,dbdt_p95,h_p95,ip_increment_nrmse,passed,peak_time_error_steps_max,receiver_id,receiver_index,total_p95,unexplained_sign_flips,waveform_id
4,K04_tw_span6.0_shift-0.5_dens1.00,PG01,0.014032505353549161,0.015981047995094942,0.07116283996319844,False,0.0,point,1,0.013656419850288733,0,W1
4,K04_tw_span6.0_shift-0.5_dens1.00,PG01,0.024772458633569597,0.058431900814975894,0.0860172914134312,False,0.0,point,0,0.021293349716084348,0,W2
4,K04_tw_span6.0_shift-0.5_dens1.00,PG01,0.01734789517833735,0.01640800809527895,0.09159907850903043,False,0.0,point,1,0.014307780513305626,0,W2
4,K04_tw_span6.0_shift-0.5_dens1.25,PG01,0.018017252564157545,0.058260561649643355,0.04944475620826694,False,0.0,point,0,0.023225788951537377,0,W0
4,K04_tw_span6.0_shift-0.5_dens1.25,PG01,0.015360469620274694,0.019793557623568207,0.03500546976411361,False,0.0,point,1,0.015969631085874025,0,W0
4,K04_tw_span6.0_shift-0.5_dens1.25,PG01,0.018024398900605747,0.04694781961603703,0.049228835149861094,False,0.0,point,0,0.02378850549672625,0,W1
4,K04_tw_span6.0_shift-0.5_dens1.25,PG01,0.015364728182768852,0.019793612927943266,0.0345826486109703,False,0.0,point,1,0.01595628202234979,0,W1
4,K04_tw_span6.0_shift-0.5_dens1.25,PG01,0.019319589167366313,0.047503252936585236,0.04852420075263282,False,0.0,point,0,0.024566894051488364,0,W2
4,K04_tw_span6.0_shift-0.5_dens1.25,PG01,0.01753509806359419,0.01979372798676467,0.03356452995272143,False,0.0,point,1,0.016798956743952344,0,W2
4,K04_tw_span6.0_shift+0.0_dens1.00,PG01,0.018760032808424296,0.04257898138866375,0.03716508287107447,False,0.0,point,0,0.018054145572248582,0,W0
4,K04_tw_span6.0_shift+0.0_dens1.00,PG01,0.016600567218829507,0.017127772452528986,0.03773292604649455,False,0.0,point,1,0.013211959127510806,0,W0
4,K04_tw_span6.0_shift+0.0_dens1.00,PG01,0.01580625073667834,0.04336129638915037,0.05368819434059035,False,0.0,point,0,0.016669385403994767,0,W1
4,K04_tw_span6.0_shift+0.0_dens1.00,PG01,0.016657569949965083,0.017129287050159266,0.0524401182293949,False,0.0,point,1,0.013218450171188013,0,W1
4,K04_tw_span6.0_shift+0.0_dens1.00,PG01,0.02108146306842424,0.04522855048432101,0.09787440147714742,False,0.0,point,0,0.01667818688343247,0,W2
4,K04_tw_span6.0_shift+0.0_dens1.00,PG01,0.01674361812127114,0.017133642870159477,0.10494509405813261,False,0.0,point,1,0.013217494482162738,0,W2
4,K04_tw_span6.0_shift+0.0_dens1.25,PG01,0.012115083973073983,0.07984527025487431,0.03317159517624579,False,0.0,point,0,0.018163135908535626,0,W0
4,K04_tw_span6.0_shift+0.0_dens1.25,PG01,0.013729236782580643,0.017158143973014107,0.020493920598651547,False,0.0,point,1,0.012598855241299835,0,W0
4,K04_tw_span6.0_shift+0.0_dens1.25,PG01,0.012115845781996669,0.06755937953617204,0.033005402593231724,False,0.0,point,0,0.018663735618949625,0,W1
